DATE,TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED
11/21/16,8:11,40.7210624,-73.9981962,0,0,0,0,0,0,0,0
11/21/16,8:11,40.762288,-73.9723632,0,0,0,0,0,0,0,0
11/21/16,8:11,40.7615508,-73.9665842,0,0,0,0,0,0,0,0
11/21/16,8:11,40.8092955,-73.9450847,0,0,0,0,0,0,0,0
11/21/16,9:11,40.6959932,-73.983213,0,0,0,0,0,0,0,0
11/21/16,9:11,40.7568762,-73.9443519,0,0,0,0,0,0,0,0
11/20/16,0:11,40.7105055,-73.7986163,0,0,0,0,0,0,0,0
11/20/16,13:11,40.619132,-73.9901807,0,0,0,0,0,0,0,0
11/20/16,13:11,40.8308453,-73.9472242,0,0,0,0,0,0,0,0
11/20/16,14:11,40.6257763,-74.0164884,0,0,0,0,0,0,0,0
11/20/16,14:11,40.6773199,-73.8264479,0,0,0,0,0,0,0,0
11/20/16,22:11,40.6887604,-73.9808422,0,0,0,0,0,0,0,0
11/20/16,22:11,40.7409012,-73.9920032,0,0,0,0,0,0,0,0
11/20/16,22:11,40.7096459,-73.8287985,0,0,0,0,0,0,0,0
11/20/16,3:11,40.7192038,-73.9903644,0,0,0,0,0,0,0,0
11/20/16,3:11,40.6628331,-73.9261378,1,0,0,0,0,0,1,0
11/20/16,4:11,40.6114767,-73.9488203,0,0,0,0,0,0,0,0
11/20/16,9:11,40.6723547,-73.8026753,0,0,0,0,0,0,0,0
11/19/16,0:11,40.6306327,-74.0092229,0,0,0,0,0,0,0,0
11/19/16,12:11,40.7578281,-73.9930696,0,0,0,0,0,0,0,0
11/19/16,12:11,40.8011849,-73.9397457,1,0,1,0,0,0,0,0
11/19/16,12:11,40.8563835,-73.826302,1,0,0,0,0,0,1,0
11/19/16,18:11,40.8500193,-73.9106944,0,0,0,0,0,0,0,0
11/19/16,18:11,40.6659556,-73.9059232,0,0,0,0,0,0,0,0
11/19/16,20:11,40.6721759,-73.8939568,1,0,0,0,1,0,0,0
11/19/16,20:11,40.8888006,-73.8531513,3,0,0,0,0,0,3,0
11/19/16,21:11,40.6396438,-74.0088242,0,0,0,0,0,0,0,0
11/19/16,21:11,40.6936492,-73.9833217,2,0,2,0,0,0,0,0
11/19/16,22:11,40.7533391,-73.8887565,1,0,1,0,0,0,0,0
11/19/16,22:11,40.7077158,-73.802787,1,0,1,0,0,0,0,0
11/19/16,23:11,40.6922447,-73.7653408,0,0,0,0,0,0,0,0
11/19/16,23:11,40.8367615,-73.9307145,0,0,0,0,0,0,0,0
11/19/16,23:11,40.7263019,-73.9491181,1,0,1,0,0,0,0,0
11/19/16,9:11,40.6696192,-73.9871957,0,0,0,0,0,0,0,0
11/19/16,9:11,40.6877731,-73.9870011,0,0,0,0,0,0,0,0
11/18/16,15:11,40.631075,-74.1305161,1,0,0,0,0,0,1,0
11/18/16,16:11,40.8618642,-73.9127392,0,0,0,0,0,0,0,0
11/18/16,16:11,40.8213594,-73.8891053,0,0,0,0,0,0,0,0
11/18/16,16:11,40.8402723,-73.8495215,0,0,0,0,0,0,0,0
11/18/16,16:11,40.6736318,-73.9539999,0,0,0,0,0,0,0,0
11/18/16,5:11,40.8380117,-73.8732802,1,0,0,0,0,0,1,0
11/18/16,7:11,40.5898719,-73.8065087,0,0,0,0,0,0,0,0
11/18/16,7:11,40.6324547,-74.1187124,0,0,0,0,0,0,0,0
11/18/16,7:11,40.7861372,-73.8243459,0,0,0,0,0,0,0,0
11/18/16,7:11,40.7399029,-73.9728449,1,0,0,0,0,0,1,0
11/17/16,11:11,40.7990724,-73.9704228,0,0,0,0,0,0,0,0
11/17/16,11:11,40.8134957,-73.9531084,0,0,0,0,0,0,0,0
11/17/16,11:11,40.7202811,-73.8654744,0,0,0,0,0,0,0,0
11/17/16,15:11,40.628119,-73.9568484,0,0,0,0,0,0,0,0
11/17/16,15:11,40.6739912,-73.9701178,0,0,0,0,0,0,0,0
11/17/16,19:11,40.8563263,-73.8724291,0,0,0,0,0,0,0,0
11/17/16,19:11,40.8512049,-73.9352146,0,0,0,0,0,0,0,0
11/17/16,19:11,40.8636899,-73.9170643,0,0,0,0,0,0,0,0
11/17/16,19:11,40.7503519,-73.8188372,0,0,0,0,0,0,0,0
11/17/16,19:11,40.6924461,-73.833682,0,0,0,0,0,0,0,0
11/17/16,20:11,40.5645396,-74.1317357,0,0,0,0,0,0,0,0
11/17/16,21:11,40.7504289,-73.9768002,0,0,0,0,0,0,0,0
11/17/16,23:11,40.5839626,-73.9252914,0,0,0,0,0,0,0,0
11/17/16,9:11,40.7166493,-73.9447353,2,0,0,0,0,0,2,0
11/16/16,0:11,40.6378198,-73.9795561,0,0,0,0,0,0,0,0
11/16/16,0:11,40.7117796,-73.9997006,0,0,0,0,0,0,0,0
11/16/16,0:11,40.7604644,-73.8265417,0,0,0,0,0,0,0,0
11/16/16,0:11,40.6751302,-73.743143,0,0,0,0,0,0,0,0
11/16/16,0:11,40.7031168,-73.8293166,0,0,0,0,0,0,0,0
11/16/16,0:11,40.7123891,-73.8086312,0,0,0,0,0,0,0,0
11/16/16,14:11,40.7549743,-73.8909483,1,0,0,0,0,0,1,0
11/16/16,15:11,40.8146733,-73.9362111,0,0,0,0,0,0,0,0
11/16/16,15:11,40.7770056,-73.9637277,0,0,0,0,0,0,0,0
11/16/16,15:11,40.7517924,-73.8845435,0,0,0,0,0,0,0,0
11/16/16,19:11,40.7018047,-73.7680481,0,0,0,0,0,0,0,0
11/16/16,19:11,40.6859066,-73.73483,0,0,0,0,0,0,0,0
11/16/16,19:11,40.6663247,-73.8347993,0,0,0,0,0,0,0,0
11/16/16,19:11,40.7088643,-73.7326394,0,0,0,0,0,0,0,0
11/16/16,19:11,40.6900183,-73.8032324,0,0,0,0,0,0,0,0
11/16/16,19:11,40.8360929,-73.8703818,1,0,0,0,0,0,2,0
11/14/16,11:11,40.753261,-74.0038223,0,0,0,0,0,0,0,0
11/14/16,11:11,40.7562881,-73.9904926,0,0,0,0,0,0,0,0
11/14/16,11:11,40.7684303,-73.9615482,0,0,0,0,0,0,0,0
11/14/16,17:11,40.6683335,-73.9400388,0,0,0,0,0,0,0,0
11/14/16,17:11,40.6402751,-73.9902425,0,0,0,0,0,0,0,0
11/14/16,17:11,40.6306327,-74.0092229,0,0,0,0,0,0,0,0
11/14/16,17:11,40.6508869,-73.964654,0,0,0,0,0,0,0,0
11/14/16,20:11,40.8360929,-73.8703818,0,0,0,0,0,0,0,0
11/14/16,20:11,40.6411245,-73.9456267,1,0,0,0,0,0,1,0
11/14/16,20:11,40.6260109,-73.9247087,1,0,0,0,0,0,1,0
11/14/16,20:11,40.5873051,-73.9603492,1,0,0,0,0,0,1,0
11/14/16,20:11,40.7604566,-73.983731,1,0,0,0,1,0,0,0
11/14/16,20:11,40.7179035,-73.8320112,1,0,0,0,0,0,1,0
11/14/16,21:11,40.6331466,-73.9235549,0,0,0,0,0,0,0,0
11/14/16,21:11,40.6775306,-73.7308397,0,0,0,0,0,0,0,0
11/14/16,21:11,40.7491432,-73.9156009,1,0,0,0,1,0,0,0
11/14/16,22:11,40.7463915,-73.9776353,0,0,0,0,0,0,0,0
11/14/16,22:11,40.7027618,-73.8707321,0,0,0,0,0,0,0,0
11/14/16,8:11,40.8312302,-73.832793,0,0,0,0,0,0,0,0
11/14/16,8:11,40.667973,-73.995851,0,0,0,0,0,0,0,0
11/13/16,0:11,40.7598951,-73.8239334,0,0,0,0,0,0,0,0
11/13/16,10:11,40.8726224,-73.8835888,0,0,0,0,0,0,0,0
11/13/16,10:11,40.8526654,-73.8543733,0,0,0,0,0,0,0,0
11/13/16,10:11,40.7382111,-73.8664811,0,0,0,0,0,0,0,0
11/26/16,11:11,40.6367364,-73.8983008,3,0,0,0,0,0,3,0
11/26/16,12:11,40.5837124,-73.9473835,0,0,0,0,0,0,0,0
11/26/16,12:11,40.8221447,-73.8878132,0,0,0,0,0,0,0,0
11/26/16,16:11,40.7978892,-73.9753821,0,0,0,0,0,0,0,0
11/26/16,17:11,40.8035936,-73.9197796,0,0,0,0,0,0,0,0
11/13/16,22:11,40.6965352,-73.8995258,0,0,0,0,0,0,0,0
11/13/16,2:11,40.759308,-73.9652931,0,0,0,0,0,0,0,0
11/13/16,2:11,40.7562771,-73.9895649,0,0,0,0,0,0,0,0
11/12/16,12:11,40.696302,-73.9754414,0,0,0,0,0,0,0,0
11/12/16,12:11,40.7288524,-73.9574146,0,0,0,0,0,0,0,0
11/12/16,12:11,40.76626,-73.9943395,0,0,0,0,0,0,0,0
11/12/16,12:11,40.7287189,-73.7116945,0,0,0,0,0,0,0,0
11/12/16,17:11,40.7714845,-73.9804212,0,0,0,0,0,0,0,0
11/12/16,17:11,40.8126915,-73.9531271,0,0,0,0,0,0,0,0
11/12/16,17:11,40.7591044,-73.9921418,0,0,0,0,0,0,0,0
11/12/16,17:11,40.7553983,-73.9318175,0,0,0,0,0,0,0,0
11/12/16,17:11,40.657264,-73.7429991,0,0,0,0,0,0,0,0
11/12/16,17:11,40.6255262,-74.0924924,0,0,0,0,0,0,0,0
11/12/16,17:11,40.6515625,-73.9342697,1,0,1,0,0,0,0,0
11/12/16,17:11,40.6466434,-73.9245917,1,0,0,0,0,0,1,0
11/12/16,17:11,40.6762804,-73.8921621,1,0,0,0,0,0,1,0
11/12/16,17:11,40.7073058,-73.7512138,1,0,1,0,0,0,0,0
12/10/16,22:45,40.8741523,-73.8469245,1,0,0,0,0,0,1,0
12/10/16,23:00,40.6561603,-73.7673526,0,0,0,0,0,0,0,0
12/10/16,5:00,40.7315172,-74.0005917,0,0,0,0,0,0,0,0
12/10/16,5:00,40.744669,-73.9316841,0,0,0,0,0,0,0,0
12/10/16,5:50,40.7668084,-73.8686548,0,0,0,0,0,0,0,0
12/10/16,8:13,40.750241,-73.9420728,0,0,0,0,0,0,0,0
11/12/16,8:11,40.7107162,-73.9535811,1,0,0,0,0,0,1,0
11/12/16,8:11,40.7125069,-73.7881676,1,0,1,0,0,0,0,0
11/12/16,9:11,40.8309024,-73.9006455,0,0,0,0,0,0,0,0
11/12/16,9:11,40.8350424,-73.8868383,0,0,0,0,0,0,0,0
11/12/16,9:11,40.6397628,-73.9580047,0,0,0,0,0,0,0,0
11/12/16,9:11,40.7523519,-73.9879666,0,0,0,0,0,0,0,0
11/11/16,0:11,40.7609059,-73.9669961,0,0,0,0,0,0,0,0
11/11/16,12:11,40.7374593,-73.7410827,2,0,0,0,0,0,2,0
11/11/16,13:11,40.8761821,-73.8544484,0,0,0,0,0,0,0,0
11/11/16,13:11,40.6595699,-73.9225011,0,0,0,0,0,0,0,0
11/11/16,14:11,40.747009,-73.9771875,0,0,0,0,0,0,0,0
11/26/16,17:11,40.7236259,-74.0047875,0,0,0,0,0,0,0,0
11/26/16,17:11,40.7236259,-74.0047875,0,0,0,0,0,0,0,0
11/26/16,17:11,40.7476292,-73.9767362,0,0,0,0,0,0,0,0
11/26/16,17:11,40.7642782,-73.9920942,0,0,0,0,0,0,0,0
11/26/16,17:11,40.7954563,-73.9656282,0,0,0,0,0,0,0,0
11/11/16,3:11,40.7832509,-73.9785545,0,0,0,0,0,0,0,0
11/11/16,7:11,40.6452388,-73.9787034,1,0,0,0,1,0,0,0
10/18/16,14:10,40.608746,-74.0034863,1,0,0,0,1,0,0,0
11/26/16,18:11,40.6802496,-73.9713228,0,0,0,0,0,0,0,0
11/26/16,18:11,40.7620463,-73.9718146,0,0,0,0,0,0,0,0
11/26/16,18:11,40.7464586,-73.8922759,0,0,0,0,0,0,0,0
11/26/16,18:11,40.7061424,-73.831765,0,0,0,0,0,0,0,0
11/26/16,18:11,40.5928174,-73.908068,0,0,0,0,0,0,0,0
11/10/16,11:11,40.7325727,-73.7543741,2,0,0,0,0,0,2,0
11/10/16,12:11,40.7666673,-73.9303872,0,0,0,0,0,0,0,0
11/10/16,15:11,40.73239,-73.9437192,0,0,0,0,0,0,0,0
11/10/16,15:11,40.7571064,-73.9973001,0,0,0,0,0,0,0,0
11/10/16,15:11,40.7607944,-73.9845106,0,0,0,0,0,0,0,0
11/10/16,15:11,40.7954368,-73.9439476,0,0,0,0,0,0,0,0
11/10/16,15:11,40.627985,-74.0743641,0,0,0,0,0,0,0,0
12/31/16,16:50,40.7495516,-73.8861679,0,0,0,0,0,0,0,0
12/31/16,2:20,40.8513337,-73.9399027,0,0,0,0,0,0,0,0
11/10/16,21:11,40.7426584,-73.8462052,0,0,0,0,0,0,0,0
11/10/16,21:11,40.8875929,-73.8152457,0,0,0,0,0,0,0,0
11/10/16,22:11,40.6241708,-73.9704715,0,0,0,0,0,0,0,0
11/10/16,22:11,40.6322619,-73.9008728,0,0,0,0,0,0,0,0
11/10/16,22:11,40.7472966,-73.974044,0,0,0,0,0,0,0,0
11/10/16,22:11,40.760927,-73.9945276,0,0,0,0,0,0,0,0
12/30/16,7:00,40.733302,-73.7378311,0,0,0,0,0,0,0,0
11/26/16,18:11,40.8131184,-73.9314587,0,0,0,0,0,0,0,0
11/26/16,18:11,40.6187991,-73.9834881,2,0,0,0,0,0,2,0
11/26/16,19:11,40.820189,-73.8906752,0,0,0,0,0,0,0,0
11/26/16,19:11,40.8379755,-73.8702887,0,0,0,0,0,0,0,0
11/26/16,19:11,40.8585032,-73.8678194,0,0,0,0,0,0,0,0
11/26/16,19:11,40.6983426,-73.9822026,0,0,0,0,0,0,0,0
12/28/16,10:40,40.5343259,-74.1930103,0,0,0,0,0,0,0,0
12/27/16,14:29,40.7332923,-73.9871799,0,0,0,0,0,0,0,0
12/27/16,14:30,40.6214926,-74.0262133,0,0,0,0,0,0,0,0
12/27/16,15:00,40.6635458,-73.8694853,2,0,0,0,0,0,2,0
12/27/16,15:10,40.6747802,-73.7656149,0,0,0,0,0,0,0,0
11/10/16,9:11,40.6038348,-74.0689388,0,0,0,0,0,0,0,0
11/10/16,9:11,40.6664134,-73.7881226,0,0,0,0,0,0,0,0
11/10/16,9:11,40.6669368,-73.782705,0,0,0,0,0,0,0,0
11/10/16,9:11,40.8618642,-73.9127392,1,0,1,0,0,0,0,0
11/10/16,9:11,40.8269163,-73.8720302,1,0,1,0,0,0,0,0
11/10/16,9:11,40.6072584,-74.0026435,1,0,1,0,0,0,0,0
11/10/16,9:11,40.5946391,-73.9527004,1,0,0,0,0,0,1,0
12/27/16,18:00,40.7573584,-73.7388593,0,0,0,0,0,0,0,0
12/27/16,18:51,40.696131,-73.9871041,0,0,0,0,0,0,0,0
12/27/16,19:35,40.826625,-73.9309767,0,0,0,0,0,0,0,0
11/9/16,0:11,40.6105113,-74.0957491,0,0,0,0,0,0,0,0
11/9/16,0:11,40.6152697,-73.9871485,1,0,0,0,0,0,1,0
11/9/16,0:11,40.6718921,-73.8958679,1,0,0,0,0,0,1,0
12/27/16,19:40,40.6672874,-73.8826026,1,0,0,0,0,0,1,0
12/27/16,7:00,40.7842437,-73.9748962,0,0,0,0,0,0,0,0
12/27/16,7:30,40.7009425,-73.9423032,0,0,0,0,0,0,0,0
12/27/16,7:33,40.6307476,-73.9717115,0,0,0,0,0,0,0,0
11/9/16,13:11,40.6838239,-73.792589,0,0,0,0,0,0,0,0
11/9/16,13:11,40.693262,-73.7996744,0,0,0,0,0,0,0,0
12/27/16,9:20,40.6734413,-73.9175172,0,0,0,0,0,0,0,0
12/27/16,9:20,40.6195155,-74.1315417,1,0,0,0,0,0,1,0
11/9/16,13:11,40.8783655,-73.8793877,5,0,0,0,0,0,5,0
11/9/16,14:11,40.7558713,-73.9982133,0,0,0,0,0,0,0,0
11/9/16,14:11,40.8056708,-73.9364726,0,0,0,0,0,0,0,0
12/26/16,0:05,40.6114287,-74.1168345,0,0,0,0,0,0,0,0
12/26/16,1:00,40.8306005,-73.9306816,0,0,0,0,0,0,0,0
12/26/16,1:25,40.7918422,-73.8235187,0,0,0,0,0,0,0,0
12/26/16,1:40,40.7333846,-73.9521581,0,0,0,0,0,0,0,0
12/26/16,20:15,40.5881398,-73.931783,0,0,0,0,0,0,0,0
12/26/16,3:30,40.6981615,-73.9531102,0,0,0,0,0,0,0,0
12/26/16,3:30,40.7559489,-73.8882937,0,0,0,0,0,0,0,0
12/26/16,3:30,40.6881124,-73.8193308,0,0,0,0,0,0,0,0
12/26/16,3:30,40.764417,-73.9029044,0,0,0,0,0,0,0,0
11/9/16,23:11,40.744559,-73.9831755,0,0,0,0,0,0,0,0
12/26/16,4:05,40.7383923,-73.8067289,4,0,0,0,0,0,8,0
12/26/16,4:25,40.7171308,-73.7985857,0,0,0,0,0,0,0,0
11/8/16,11:11,40.744099,-73.9956441,0,0,0,0,0,0,0,0
11/8/16,11:11,40.5965445,-74.0024648,0,0,0,0,0,0,0,0
11/8/16,11:11,40.6131103,-74.0001585,1,0,0,0,0,0,1,0
12/26/16,5:20,40.8648963,-73.9191236,0,0,0,0,0,0,0,0
12/26/16,5:30,40.7671875,-73.9899639,1,0,0,0,0,0,1,0
12/26/16,5:58,40.6739216,-73.9101119,1,0,0,0,0,0,1,0
12/26/16,8:33,40.6677662,-73.8952255,0,0,0,0,0,0,0,0
11/8/16,12:11,40.8667381,-73.8924101,0,0,0,0,0,0,0,0
11/8/16,12:11,40.8897167,-73.8638078,0,0,0,0,0,0,0,0
11/8/16,12:11,40.6690855,-73.8653578,0,0,0,0,0,0,0,0
12/26/16,9:10,40.6807552,-73.8134415,0,0,0,0,0,0,0,0
11/26/16,19:11,40.7222418,-73.9862873,0,0,0,0,0,0,0,0
11/26/16,19:11,40.717162,-74.0046788,0,0,0,0,0,0,0,0
11/26/16,19:11,40.7592907,-73.9882866,0,0,0,0,0,0,0,0
11/26/16,19:11,40.7195586,-73.7616515,0,0,0,0,0,0,0,0
11/26/16,19:11,40.7384163,-73.8489844,0,0,0,0,0,0,0,0
11/26/16,19:11,40.6702538,-73.9559668,1,0,1,0,0,0,0,0
12/25/16,10:00,40.6664063,-73.8026224,0,0,0,0,0,0,0,0
12/25/16,10:07,40.8137456,-73.9313928,0,0,0,0,0,0,0,0
12/25/16,12:00,40.5997043,-73.9901512,0,0,0,0,0,0,0,0
12/25/16,12:00,40.5751993,-73.9757883,0,0,0,0,0,0,0,0
12/25/16,12:53,40.84077,-73.8657946,1,0,2,0,0,0,0,0
12/25/16,13:00,40.8253149,-73.9082127,0,0,0,0,0,0,0,0
12/25/16,13:00,40.7127289,-73.7289784,0,0,0,0,0,0,0,0
12/25/16,13:40,40.6088933,-73.9846647,0,0,0,0,0,0,0,0
12/25/16,13:45,40.6832352,-73.8610675,0,0,0,0,0,0,0,0
12/25/16,15:05,40.6868696,-73.9187518,0,0,0,0,0,0,0,0
11/8/16,18:11,40.7099717,-73.8630713,0,0,0,0,0,0,0,0
11/8/16,18:11,40.595205,-73.7560172,0,0,0,0,0,0,0,0
11/8/16,19:11,40.7784152,-73.9110251,0,0,0,0,0,0,0,0
12/25/16,16:45,40.7390345,-73.7197764,0,0,0,0,0,0,0,0
12/25/16,17:00,40.5866813,-73.9451093,0,0,0,0,0,0,0,0
11/8/16,1:11,40.8580567,-73.8593105,0,0,0,0,0,0,0,0
11/8/16,1:11,40.6200389,-73.9786033,1,0,0,0,0,0,1,0
11/8/16,5:11,40.838846,-73.8781619,1,0,0,0,0,0,1,0
11/8/16,7:11,40.7116422,-73.9938066,0,0,0,0,0,0,0,0
11/8/16,8:11,40.8493612,-73.8305064,0,0,0,0,0,0,0,0
11/8/16,8:11,40.6942256,-73.9832891,0,0,0,0,0,0,0,0
12/25/16,17:05,40.6096589,-74.072957,0,0,0,0,0,0,0,0
12/25/16,18:00,40.6677331,-73.9534957,0,0,0,0,0,0,0,0
12/25/16,18:15,40.6671159,-73.8346499,0,0,0,0,0,0,0,0
12/25/16,18:21,40.815363,-73.9159468,0,0,0,0,0,0,0,0
12/25/16,18:30,40.6106235,-73.9975329,0,0,0,0,0,0,0,0
12/25/16,18:45,40.8602786,-73.8940437,0,0,0,0,0,0,0,0
12/25/16,18:50,40.6746893,-73.7779302,1,0,0,0,0,0,1,0
12/25/16,19:00,40.7097678,-73.7400049,0,0,0,0,0,0,0,0
12/25/16,19:30,40.7048733,-73.9087393,0,0,0,0,0,0,0,0
12/25/16,1:00,40.870291,-73.8431695,0,0,0,0,0,0,0,0
12/25/16,1:00,40.6971613,-73.9133767,0,0,0,0,0,0,0,0
12/25/16,21:20,40.7134676,-73.9985824,0,0,0,0,0,0,0,0
12/25/16,21:30,40.6383862,-74.036672,0,0,0,0,0,0,0,0
11/8/16,9:11,40.7456338,-73.9064206,0,0,0,0,0,0,0,0
12/25/16,21:41,40.6841324,-73.7580031,0,0,0,0,0,0,0,0
12/25/16,21:44,40.6668946,-73.8054526,0,0,0,0,0,0,0,0
12/25/16,22:00,40.6552534,-73.9161305,0,0,0,0,0,0,0,0
11/7/16,0:11,40.6117858,-74.0854032,1,0,0,0,0,0,1,0
11/7/16,0:11,40.5665693,-74.1282197,1,0,0,0,0,0,1,0
11/7/16,10:11,40.6753855,-73.9533642,0,0,0,0,0,0,0,0
11/7/16,10:11,40.6505297,-73.9558249,0,0,0,0,0,0,0,0
11/7/16,10:11,40.7251323,-73.9888266,0,0,0,0,0,0,0,0
12/25/16,22:00,40.6872498,-73.8719701,5,0,0,0,0,0,5,0
12/25/16,5:40,40.7571323,-73.8655733,0,0,0,0,0,0,0,0
12/25/16,6:00,40.6936492,-73.9833217,0,0,0,0,0,0,0,0
12/24/16,11:50,40.8754857,-73.8506893,0,0,0,0,0,0,0,0
11/7/16,13:11,40.606423,-74.0146937,1,0,0,0,0,0,1,0
12/24/16,12:00,40.8973766,-73.8501626,0,0,0,0,0,0,0,0
12/24/16,12:00,40.7025067,-73.8146104,0,0,0,0,0,0,0,0
12/24/16,12:10,40.66033,-73.7393433,0,0,0,0,0,0,0,0
12/24/16,12:15,40.866785,-73.9237781,0,0,0,0,0,0,0,0
12/24/16,12:15,40.7378083,-73.9292373,0,0,0,0,0,0,0,0
12/24/16,12:15,40.716787,-73.8009926,0,0,0,0,0,0,0,0
12/24/16,12:20,40.5217311,-74.2350426,0,0,0,0,0,0,0,0
12/24/16,12:30,40.7888417,-73.8138031,0,0,0,0,0,0,0,0
12/24/16,12:30,40.7322776,-73.8492638,0,0,0,0,0,0,0,0
11/7/16,17:11,40.6896309,-73.9078839,0,0,0,0,0,0,0,0
12/24/16,12:45,40.8380117,-73.8732802,0,0,0,0,0,0,0,0
12/24/16,12:50,40.6503881,-73.958708,0,0,0,0,0,0,0,0
11/7/16,17:11,40.6656024,-73.9587923,0,0,0,0,0,0,0,0
11/7/16,17:11,40.7543893,-73.8965222,1,0,1,0,0,0,0,0
11/7/16,17:11,40.7148779,-73.820124,1,0,0,0,0,0,1,0
11/7/16,18:11,40.8859908,-73.827914,0,0,0,0,0,0,0,0
11/7/16,18:11,40.6265698,-73.9709207,0,0,0,0,0,0,0,0
12/24/16,12:50,40.709622,-73.8961624,0,0,0,0,0,0,0,0
12/24/16,12:53,40.6105032,-73.9576666,0,0,0,0,0,0,0,0
12/24/16,13:00,40.6507715,-73.8847904,0,0,0,0,0,0,0,0
12/24/16,13:30,40.6009013,-73.9127382,0,0,0,0,0,0,0,0
12/24/16,14:00,40.629599,-74.1116353,0,0,0,0,0,0,0,0
12/24/16,14:40,40.6320154,-73.9417575,0,0,0,0,0,0,0,0
12/24/16,15:18,40.6376265,-73.9556965,0,0,0,0,0,0,0,0
12/24/16,15:20,40.7138422,-73.900939,0,0,0,0,0,0,0,0
12/24/16,15:20,40.6233217,-73.9787824,1,0,0,0,0,0,1,0
12/24/16,16:30,40.68253,-73.8440906,1,0,0,0,1,0,0,0
12/24/16,17:15,40.9059675,-73.904339,0,0,0,0,0,0,0,0
12/24/16,17:25,40.8052124,-73.9473529,0,0,0,0,0,0,0,0
12/24/16,17:30,40.8078768,-73.9457469,0,0,0,0,0,0,0,0
11/7/16,7:11,40.7631141,-73.9625151,0,0,0,0,0,0,0,0
11/7/16,7:11,40.7434822,-73.9214796,0,0,0,0,0,0,0,0
11/7/16,7:11,40.6671159,-73.8346499,0,0,0,0,0,0,0,0
11/7/16,7:11,40.6821144,-73.7725153,0,0,0,0,0,0,0,0
11/7/16,8:11,40.8156984,-73.9167701,0,0,0,0,0,0,0,0
11/7/16,8:11,40.6373358,-74.0004684,0,0,0,0,0,0,0,0
12/24/16,17:30,40.7476953,-73.8298556,0,0,0,0,0,0,0,0
12/24/16,17:30,40.755213,-73.7853824,0,0,0,0,0,0,0,0
12/24/16,18:00,40.84271,-73.8856615,4,0,0,0,0,0,4,0
12/24/16,18:02,40.5989237,-73.9358051,1,0,1,0,0,0,0,0
12/24/16,18:10,40.8435322,-73.8940034,0,0,0,0,0,0,0,0
12/24/16,18:10,40.6935895,-73.8001891,2,0,0,0,0,0,2,0
12/24/16,18:15,40.742488,-73.9566697,0,0,0,0,0,0,0,0
12/24/16,18:15,40.6711008,-73.8835656,1,0,1,0,0,0,0,0
12/24/16,18:30,40.7967991,-73.9293693,1,0,0,0,0,0,1,0
12/24/16,18:40,40.7035075,-73.9450059,0,0,0,0,0,0,0,0
11/6/16,0:11,40.8544982,-73.8854207,0,0,0,0,0,0,0,0
12/24/16,19:30,40.7419723,-73.8411542,0,0,0,0,0,0,0,0
12/24/16,1:30,40.6394391,-73.9348869,0,0,0,0,0,0,0,0
12/24/16,1:40,40.6874378,-73.9269687,1,0,0,0,0,0,1,0
12/24/16,20:00,40.6947829,-73.8525689,0,0,0,0,0,0,0,0
12/24/16,20:45,40.8285193,-73.8411794,0,0,0,0,0,0,0,0
12/24/16,23:47,40.8290039,-73.9155646,2,0,1,0,0,0,1,0
12/24/16,3:05,40.6219415,-73.9686462,0,0,0,0,0,0,0,0
12/24/16,3:08,40.7412113,-74.0080979,0,0,0,0,0,0,0,0
12/24/16,7:45,40.7503074,-74.0083661,0,0,0,0,0,0,0,0
12/24/16,7:50,40.7587128,-73.8089096,0,0,0,0,0,0,0,0
12/24/16,9:21,40.6281094,-73.9012824,0,0,0,0,0,0,0,0
12/23/16,0:30,40.8350907,-73.8253712,1,0,0,0,0,0,1,0
12/23/16,10:00,40.6401145,-74.1084964,0,0,0,0,0,0,0,0
11/6/16,15:11,40.7383414,-73.8048406,0,0,0,0,0,0,0,0
11/6/16,15:11,40.8660891,-73.8826747,1,0,0,0,0,0,1,0
11/6/16,15:11,40.7634847,-73.9889465,1,0,0,0,0,0,1,0
11/6/16,15:11,40.5958782,-73.7576423,1,0,1,0,0,0,0,0
12/23/16,11:15,40.7197624,-73.9447576,0,0,0,0,0,0,0,0
12/23/16,11:21,40.8061626,-73.9279799,0,0,0,0,0,0,0,0
12/23/16,11:40,40.5777999,-73.9605636,0,0,0,0,0,0,0,0
12/23/16,11:45,40.6804635,-73.9613466,0,0,0,0,0,0,0,0
12/23/16,11:45,40.7363988,-73.7677422,0,0,0,0,0,0,0,0
12/23/16,12:00,40.7231587,-73.9084761,0,0,0,0,0,0,0,0
12/23/16,12:07,40.8326953,-73.8636644,0,0,0,0,0,0,0,0
12/23/16,12:10,40.708885,-73.9684754,0,0,0,0,0,0,0,0
12/23/16,12:10,40.7402725,-73.8958512,0,0,0,0,0,0,0,0
12/23/16,13:00,40.8843786,-73.895781,0,0,0,0,0,0,0,0
12/23/16,13:20,40.5873051,-73.9603492,0,0,0,0,0,0,0,0
12/23/16,14:20,40.764071,-73.8091361,0,0,0,0,0,0,0,0
12/23/16,14:30,40.6667094,-73.7803791,0,0,0,0,0,0,0,0
